F M1 M2 dropout cur_max cur_ave cur_std time
8 32 0 1.0 45.774647887323944 39.887323943661976 3.091412939339481 318.22s
8 32 0 0.75 47.88732394366197 39.887323943661976 3.091412939339481 289.97s
8 32 0 0.5 47.88732394366197 39.887323943661976 3.091412939339481 286.85s
8 32 32 1.0 47.88732394366197 39.887323943661976 3.091412939339481 319.00s
8 32 32 0.75 47.88732394366197 39.887323943661976 3.091412939339481 318.08s
8 32 32 0.5 47.88732394366197 39.887323943661976 3.091412939339481 318.56s
8 32 64 1.0 47.88732394366197 39.887323943661976 3.091412939339481 317.52s
8 32 64 0.75 47.88732394366197 39.887323943661976 3.091412939339481 307.37s
8 32 64 0.5 47.88732394366197 39.887323943661976 3.091412939339481 310.64s
8 32 128 1.0 47.88732394366197 39.887323943661976 3.091412939339481 320.91s
8 32 128 0.75 47.88732394366197 39.887323943661976 3.091412939339481 320.66s
8 32 128 0.5 47.88732394366197 39.887323943661976 3.091412939339481 316.59s
8 64 0 1.0 48.59154929577465 40.95774647887324 3.56691357421837 367.52s
8 64 0 0.75 50.70422535211267 40.95774647887324 3.56691357421837 362.52s
8 64 0 0.5 50.70422535211267 40.95774647887324 3.56691357421837 365.19s
8 64 32 1.0 50.70422535211267 40.95774647887324 3.56691357421837 389.67s
8 64 32 0.75 50.70422535211267 40.95774647887324 3.56691357421837 387.17s
8 64 32 0.5 50.70422535211267 40.95774647887324 3.56691357421837 389.16s
8 64 64 1.0 50.70422535211267 40.95774647887324 3.56691357421837 389.15s
8 64 64 0.75 50.70422535211267 40.95774647887324 3.56691357421837 390.91s
8 64 64 0.5 50.70422535211267 40.95774647887324 3.56691357421837 390.93s
8 64 128 1.0 50.70422535211267 40.95774647887324 3.56691357421837 391.21s
8 64 128 0.75 50.70422535211267 40.95774647887324 3.56691357421837 388.85s
8 64 128 0.5 50.70422535211267 40.95774647887324 3.56691357421837 393.61s
8 128 0 1.0 50.70422535211267 41.183098591549296 2.5979712225732574 510.65s
8 128 0 0.75 50.70422535211267 41.436619718309856 3.166227256636285 512.15s
8 128 0 0.5 50.70422535211267 42.140845070422536 3.025252444131574 510.79s
8 128 32 1.0 50.70422535211267 42.140845070422536 3.025252444131574 540.61s
8 128 32 0.75 50.70422535211267 42.140845070422536 3.025252444131574 540.82s
8 128 32 0.5 50.70422535211267 42.140845070422536 3.025252444131574 542.32s
8 128 64 1.0 50.70422535211267 42.140845070422536 3.025252444131574 542.96s
8 128 64 0.75 50.70422535211267 42.140845070422536 3.025252444131574 545.72s
8 128 64 0.5 50.70422535211267 42.140845070422536 3.025252444131574 545.78s
8 128 128 1.0 50.70422535211267 42.140845070422536 3.025252444131574 546.44s
8 128 128 0.75 50.70422535211267 42.140845070422536 3.025252444131574 545.90s
8 128 128 0.5 50.70422535211267 42.140845070422536 3.025252444131574 550.71s
16 32 0 1.0 50.70422535211267 42.140845070422536 3.025252444131574 361.48s
16 32 0 0.75 50.70422535211267 42.140845070422536 3.025252444131574 362.14s
16 32 0 0.5 50.70422535211267 42.140845070422536 3.025252444131574 360.21s
16 32 32 1.0 50.70422535211267 42.140845070422536 3.025252444131574 388.13s
16 32 32 0.75 50.70422535211267 42.140845070422536 3.025252444131574 391.09s
16 32 32 0.5 50.70422535211267 42.140845070422536 3.025252444131574 389.62s
16 32 64 1.0 50.70422535211267 42.140845070422536 3.025252444131574 392.34s
16 32 64 0.75 50.70422535211267 42.140845070422536 3.025252444131574 393.59s
16 32 64 0.5 50.70422535211267 42.140845070422536 3.025252444131574 393.03s
16 32 128 1.0 50.70422535211267 42.140845070422536 3.025252444131574 394.11s
16 32 128 0.75 50.70422535211267 42.140845070422536 3.025252444131574 391.52s
