F M1 M2 dropout cur_max cur_ave cur_std time
8 32 0 1.0 46.478873239436616 39.436619718309856 3.1240947905378635 95.73s
8 32 0 0.75 48.59154929577465 39.436619718309856 3.1240947905378635 95.10s
8 32 0 0.5 48.59154929577465 39.436619718309856 3.1240947905378635 95.29s
8 32 32 1.0 48.59154929577465 39.436619718309856 3.1240947905378635 107.39s
8 32 32 0.75 48.59154929577465 39.436619718309856 3.1240947905378635 107.21s
8 32 32 0.5 48.59154929577465 39.436619718309856 3.1240947905378635 107.39s
8 32 64 1.0 48.59154929577465 39.436619718309856 3.1240947905378635 106.51s
8 32 64 0.75 48.59154929577465 39.436619718309856 3.1240947905378635 106.76s
8 32 64 0.5 48.59154929577465 39.436619718309856 3.1240947905378635 107.07s
8 32 128 1.0 48.59154929577465 39.436619718309856 3.1240947905378635 107.04s
8 32 128 0.75 48.59154929577465 39.436619718309856 3.1240947905378635 108.25s
8 32 128 0.5 48.59154929577465 39.436619718309856 3.1240947905378635 107.38s
8 64 0 1.0 48.59154929577465 39.436619718309856 3.1240947905378635 101.61s
8 64 0 0.75 48.59154929577465 39.859154929577464 3.726410297274071 101.97s
8 64 0 0.5 48.59154929577465 39.859154929577464 3.726410297274071 102.03s
8 64 32 1.0 48.59154929577465 40.225352112676056 3.163970948078641 113.01s
8 64 32 0.75 48.59154929577465 40.225352112676056 3.163970948078641 113.52s
8 64 32 0.5 48.59154929577465 40.225352112676056 3.163970948078641 113.42s
8 64 64 1.0 48.59154929577465 40.225352112676056 3.163970948078641 113.61s
8 64 64 0.75 48.59154929577465 40.225352112676056 3.163970948078641 113.86s
8 64 64 0.5 48.59154929577465 40.225352112676056 3.163970948078641 114.06s
8 64 128 1.0 48.59154929577465 40.225352112676056 3.163970948078641 113.53s
8 64 128 0.75 48.59154929577465 40.225352112676056 3.163970948078641 114.14s
8 64 128 0.5 48.59154929577465 40.225352112676056 3.163970948078641 114.27s
8 128 0 1.0 48.59154929577465 40.225352112676056 3.163970948078641 114.67s
8 128 0 0.75 48.59154929577465 41.54929577464789 3.0793255083204856 115.33s
8 128 0 0.5 48.59154929577465 41.54929577464789 3.0793255083204856 115.83s
8 128 32 1.0 48.59154929577465 41.54929577464789 3.0793255083204856 125.99s
8 128 32 0.75 48.59154929577465 41.54929577464789 3.0793255083204856 126.80s
8 128 32 0.5 48.59154929577465 41.54929577464789 3.0793255083204856 127.39s
8 128 64 1.0 48.59154929577465 41.54929577464789 3.0793255083204856 126.46s
8 128 64 0.75 48.59154929577465 41.54929577464789 3.0793255083204856 127.06s
8 128 64 0.5 48.59154929577465 41.54929577464789 3.0793255083204856 127.62s
8 128 128 1.0 48.59154929577465 41.54929577464789 3.0793255083204856 126.64s
8 128 128 0.75 48.59154929577465 41.54929577464789 3.0793255083204856 127.39s
8 128 128 0.5 48.59154929577465 41.54929577464789 3.0793255083204856 127.81s
16 32 0 1.0 48.59154929577465 41.54929577464789 3.0793255083204856 105.14s
16 32 0 0.75 49.29577464788733 41.54929577464789 3.0793255083204856 105.42s
16 32 0 0.5 49.29577464788733 41.54929577464789 3.0793255083204856 105.48s
16 32 32 1.0 49.29577464788733 41.54929577464789 3.0793255083204856 116.68s
16 32 32 0.75 49.29577464788733 41.54929577464789 3.0793255083204856 117.27s
16 32 32 0.5 49.29577464788733 41.54929577464789 3.0793255083204856 117.31s
16 32 64 1.0 49.29577464788733 41.54929577464789 3.0793255083204856 116.45s
16 32 64 0.75 50.0 41.54929577464789 3.0793255083204856 117.20s
16 32 64 0.5 50.0 41.54929577464789 3.0793255083204856 117.08s
16 32 128 1.0 50.0 41.54929577464789 3.0793255083204856 116.73s
16 32 128 0.75 50.0 41.54929577464789 3.0793255083204856 117.13s
16 32 128 0.5 50.0 41.54929577464789 3.0793255083204856 116.95s
16 64 0 1.0 50.0 41.54929577464789 3.0793255083204856 115.52s
16 64 0 0.75 50.0 41.54929577464789 3.0793255083204856 116.43s
16 64 0 0.5 50.0 41.54929577464789 3.0793255083204856 116.77s
16 64 32 1.0 50.0 41.54929577464789 3.0793255083204856 126.77s
16 64 32 0.75 50.0 41.54929577464789 3.0793255083204856 128.14s
16 64 32 0.5 50.0 41.54929577464789 3.0793255083204856 128.09s
16 64 64 1.0 50.0 41.54929577464789 3.0793255083204856 127.07s
16 64 64 0.75 50.0 41.54929577464789 3.0793255083204856 127.98s
16 64 64 0.5 50.0 41.54929577464789 3.0793255083204856 128.06s
16 64 128 1.0 50.0 41.54929577464789 3.0793255083204856 127.32s
16 64 128 0.75 50.0 41.54929577464789 3.0793255083204856 128.11s
16 64 128 0.5 50.0 41.54929577464789 3.0793255083204856 128.02s
16 128 0 1.0 50.0 41.54929577464789 3.0793255083204856 138.20s
16 128 0 0.75 50.0 42.028169014084504 2.3878951495800265 139.78s
16 128 0 0.5 50.0 42.028169014084504 2.3878951495800265 139.99s
16 128 32 1.0 50.0 42.028169014084504 2.3878951495800265 148.68s
16 128 32 0.75 50.0 42.028169014084504 2.3878951495800265 150.72s
16 128 32 0.5 50.0 42.028169014084504 2.3878951495800265 151.23s
16 128 64 1.0 50.0 42.028169014084504 2.3878951495800265 149.30s
16 128 64 0.75 50.0 42.028169014084504 2.3878951495800265 150.89s
16 128 64 0.5 50.0 42.028169014084504 2.3878951495800265 151.23s
16 128 128 1.0 50.0 42.028169014084504 2.3878951495800265 149.62s
16 128 128 0.75 50.0 42.028169014084504 2.3878951495800265 151.02s
16 128 128 0.5 50.0 42.028169014084504 2.3878951495800265 150.98s
32 32 0 1.0 50.0 42.028169014084504 2.3878951495800265 119.80s
32 32 0 0.75 50.0 42.028169014084504 2.3878951495800265 120.92s
32 32 0 0.5 50.0 42.028169014084504 2.3878951495800265 120.06s
32 32 32 1.0 50.0 42.028169014084504 2.3878951495800265 130.57s
32 32 32 0.75 50.0 42.028169014084504 2.3878951495800265 131.69s
32 32 32 0.5 50.0 42.028169014084504 2.3878951495800265 130.92s
32 32 64 1.0 50.0 42.028169014084504 2.3878951495800265 130.15s
32 32 64 0.75 50.0 42.028169014084504 2.3878951495800265 131.29s
32 32 64 0.5 50.0 42.028169014084504 2.3878951495800265 130.45s
32 32 128 1.0 50.0 42.028169014084504 2.3878951495800265 130.60s
32 32 128 0.75 50.0 42.028169014084504 2.3878951495800265 131.03s
32 32 128 0.5 50.0 42.028169014084504 2.3878951495800265 130.38s
32 64 0 1.0 50.0 42.028169014084504 2.3878951495800265 143.14s
32 64 0 0.75 50.0 42.028169014084504 2.3878951495800265 144.27s
Best Max found: 50.0
Best AveStd found: (42.028169014084504, 2.3878951495800265)
