M1 M2 dropout cur_max cur_ave cur_std time
128 0 1.0 0.34615384615384615 0.2956923076923077 0.02384168692653602 61.92s
128 0 0.8 0.38461538461538464 0.33476923076923076 0.028709522573364624 80.29s
128 0 0.6 0.3923076923076923 0.3455384615384615 0.020859632315911744 99.33s
128 128 1.0 0.3923076923076923 0.3455384615384615 0.020859632315911744 121.51s
128 128 0.8 0.3923076923076923 0.3455384615384615 0.020859632315911744 154.07s
128 128 0.6 0.4 0.3473846153846154 0.02775036648833104 179.85s
128 256 1.0 0.4 0.3473846153846154 0.02775036648833104 195.99s
128 256 0.8 0.4 0.3473846153846154 0.02775036648833104 229.27s
128 256 0.6 0.4230769230769231 0.3513846153846154 0.02562543115527017 257.42s
128 512 1.0 0.4230769230769231 0.3513846153846154 0.02562543115527017 274.07s
128 512 0.8 0.4230769230769231 0.3513846153846154 0.02562543115527017 307.82s
128 512 0.6 0.4230769230769231 0.3553846153846154 0.022610674548767796 334.77s
128 1024 1.0 0.4230769230769231 0.3553846153846154 0.022610674548767796 353.35s
128 1024 0.8 0.4230769230769231 0.3553846153846154 0.022610674548767796 385.21s
128 1024 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 413.96s
256 0 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 422.12s
256 0 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 446.47s
256 0 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 470.96s
256 128 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 495.43s
256 128 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 527.99s
256 128 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 555.44s
256 256 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 573.20s
256 256 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 608.57s
256 256 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 636.17s
256 512 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 653.36s
256 512 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 687.87s
256 512 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 717.87s
256 1024 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 747.72s
256 1024 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 778.12s
256 1024 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 806.79s
512 0 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 813.58s
512 0 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 839.94s
512 0 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 861.48s
512 128 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 940.55s
512 128 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 927.51s
512 128 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 80.09s
512 256 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 95.12s
512 256 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 126.03s
512 256 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 152.51s
512 512 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 171.84s
512 512 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 203.25s
512 512 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 230.31s
512 1024 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 253.87s
512 1024 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 289.24s
512 1024 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 316.34s
1024 0 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 319.14s
1024 0 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 344.35s
1024 0 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 365.43s
1024 128 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 387.49s
1024 128 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 420.54s
1024 128 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 448.97s
1024 256 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 470.24s
1024 256 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 506.79s
1024 256 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 535.80s
1024 512 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 558.72s
1024 512 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 593.38s
1024 512 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 620.91s
1024 1024 1.0 0.4230769230769231 0.35846153846153844 0.023533936216582087 99.59s
1024 1024 0.8 0.4230769230769231 0.35846153846153844 0.023533936216582087 129.65s
1024 1024 0.6 0.4230769230769231 0.35846153846153844 0.023533936216582087 154.59s
Best Max found: 0.4230769230769231
Best AveStd found: (0.35846153846153844, 0.023533936216582087)
