M1 M2 dropout cur_max cur_ave cur_std time
128 0 1.0 0.4647887326042417 0.41380281751844245 0.025452072070340583 67.06s
128 0 0.8 0.47887323964649525 0.42845070482979364 0.021881359385705887 85.55s
128 0 0.6 0.49295774689862426 0.4385915499463887 0.024759906445600333 104.03s
128 128 1.0 0.49295774689862426 0.4385915499463887 0.024759906445600333 126.79s
128 128 0.8 0.49295774689862426 0.4385915499463887 0.024759906445600333 159.29s
128 128 0.6 0.49295774689862426 0.4385915499463887 0.024759906445600333 186.14s
128 256 1.0 0.49295774689862426 0.4385915499463887 0.024759906445600333 202.39s
128 256 0.8 0.49295774689862426 0.4385915499463887 0.024759906445600333 235.98s
128 256 0.6 0.49295774689862426 0.4385915499463887 0.024759906445600333 263.14s
128 512 1.0 0.5000000002098756 0.4385915499463887 0.024759906445600333 282.14s
128 512 0.8 0.5000000002098756 0.4385915499463887 0.024759906445600333 315.09s
128 512 0.6 0.5000000002098756 0.441971831615542 0.019746458655461957 343.69s
128 1024 1.0 0.5000000002098756 0.441971831615542 0.019746458655461957 360.86s
128 1024 0.8 0.5000000002098756 0.441971831615542 0.019746458655461957 396.53s
128 1024 0.6 0.5000000002098756 0.44225352185712735 0.0203129651691021 423.20s
256 0 1.0 0.5000000002098756 0.44225352185712735 0.0203129651691021 429.59s
256 0 0.8 0.5000000002098756 0.44225352185712735 0.0203129651691021 454.85s
256 0 0.6 0.5000000002098756 0.44225352185712735 0.0203129651691021 481.29s
256 128 1.0 0.5000000002098756 0.44225352185712735 0.0203129651691021 504.39s
256 128 0.8 0.5000000002098756 0.44225352185712735 0.0203129651691021 538.68s
256 128 0.6 0.5000000002098756 0.44225352185712735 0.0203129651691021 566.71s
256 256 1.0 0.5000000002098756 0.44225352185712735 0.0203129651691021 584.96s
256 256 0.8 0.5000000002098756 0.44225352185712735 0.0203129651691021 618.97s
256 256 0.6 0.5000000002098756 0.44225352185712735 0.0203129651691021 647.59s
256 512 1.0 0.5000000002098756 0.44225352185712735 0.0203129651691021 664.82s
256 512 0.8 0.5000000002098756 0.44225352185712735 0.0203129651691021 703.45s
256 512 0.6 0.5000000002098756 0.44225352185712735 0.0203129651691021 732.55s
256 1024 1.0 0.5000000002098756 0.44225352185712735 0.0203129651691021 758.11s
256 1024 0.8 0.5000000002098756 0.44225352185712735 0.0203129651691021 791.93s
256 1024 0.6 0.5000000002098756 0.45154929635810176 0.022475272274518832 821.09s
512 0 1.0 0.5000000002098756 0.45154929635810176 0.022475272274518832 826.65s
512 0 0.8 0.5000000002098756 0.45154929635810176 0.022475272274518832 881.35s
512 0 0.6 0.5000000002098756 0.45154929635810176 0.022475272274518832 876.13s
512 128 1.0 0.5000000002098756 0.45154929635810176 0.022475272274518832 900.20s
512 128 0.8 0.5000000002098756 0.45154929635810176 0.022475272274518832 940.80s
512 128 0.6 0.5000000002098756 0.45154929635810176 0.022475272274518832 86.64s
512 256 1.0 0.5000000002098756 0.45154929635810176 0.022475272274518832 101.72s
512 256 0.8 0.5000000002098756 0.45154929635810176 0.022475272274518832 133.98s
512 256 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 164.81s
512 512 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 189.26s
512 512 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 221.24s
512 512 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 250.59s
512 1024 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 272.14s
512 1024 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 300.28s
512 1024 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 328.64s
1024 0 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 329.54s
1024 0 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 356.70s
1024 0 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 378.66s
1024 128 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 399.90s
1024 128 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 436.16s
1024 128 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 463.58s
1024 256 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 485.80s
1024 256 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 523.90s
1024 256 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 553.51s
1024 512 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 577.85s
1024 512 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 612.01s
1024 512 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 641.52s
1024 1024 1.0 0.5140845072521291 0.45295774697417945 0.024935544719670976 108.47s
1024 1024 0.8 0.5140845072521291 0.45295774697417945 0.024935544719670976 138.63s
1024 1024 0.6 0.5140845072521291 0.45295774697417945 0.024935544719670976 164.44s
Best Max found: 0.5140845072521291
Best AveStd found: (0.45295774697417945, 0.024935544719670976)
