F M1 M2 dropout cur_max cur_ave cur_std time
8 32 0 1.0 39.436619718309856 34.59154929577465 2.417617018718346 293.47s
8 32 0 0.75 42.25352112676056 36.929577464788736 2.5514347885575774 137.54s
8 32 0 0.5 43.66197183098591 36.929577464788736 2.5514347885575774 300.05s
8 32 32 1.0 43.66197183098591 36.929577464788736 2.5514347885575774 268.71s
8 32 32 0.75 45.774647887323944 39.521126760563384 3.2990233176241914 117.83s
8 32 32 0.5 45.774647887323944 39.521126760563384 3.2990233176241914 118.31s
8 32 64 1.0 45.774647887323944 39.521126760563384 3.2990233176241914 156.27s
8 32 64 0.75 45.774647887323944 39.521126760563384 3.2990233176241914 273.01s
8 32 64 0.5 45.774647887323944 39.521126760563384 3.2990233176241914 207.09s
8 32 128 1.0 45.774647887323944 39.521126760563384 3.2990233176241914 117.80s
8 32 128 0.75 46.478873239436616 39.521126760563384 3.2990233176241914 117.95s
8 32 128 0.5 46.478873239436616 39.521126760563384 3.2990233176241914 118.07s
8 64 0 1.0 46.478873239436616 39.521126760563384 3.2990233176241914 111.51s
8 64 0 0.75 46.478873239436616 39.521126760563384 3.2990233176241914 113.41s
8 64 0 0.5 46.478873239436616 39.521126760563384 3.2990233176241914 114.20s
8 64 32 1.0 46.478873239436616 39.521126760563384 3.2990233176241914 294.31s
8 64 32 0.75 46.478873239436616 40.056338028169016 2.7766133026144466 331.20s
8 64 32 0.5 46.478873239436616 40.056338028169016 2.7766133026144466 336.53s
8 64 64 1.0 46.478873239436616 40.056338028169016 2.7766133026144466 336.54s
8 64 64 0.75 46.478873239436616 40.056338028169016 2.7766133026144466 336.09s
8 64 64 0.5 46.478873239436616 40.056338028169016 2.7766133026144466 334.22s
8 64 128 1.0 46.478873239436616 40.056338028169016 2.7766133026144466 339.67s
8 64 128 0.75 46.478873239436616 40.056338028169016 2.7766133026144466 338.14s
8 64 128 0.5 46.478873239436616 40.056338028169016 2.7766133026144466 336.49s
8 128 0 1.0 46.478873239436616 40.056338028169016 2.7766133026144466 333.11s
8 128 0 0.75 46.478873239436616 40.056338028169016 2.7766133026144466 333.07s
8 128 0 0.5 46.478873239436616 40.056338028169016 2.7766133026144466 335.89s
8 128 32 1.0 46.478873239436616 40.056338028169016 2.7766133026144466 358.40s
8 128 32 0.75 46.478873239436616 40.67605633802817 2.7258524852739034 361.20s
8 128 32 0.5 46.478873239436616 40.67605633802817 2.7258524852739034 361.73s
8 128 64 1.0 46.478873239436616 40.67605633802817 2.7258524852739034 360.55s
8 128 64 0.75 47.183098591549296 40.67605633802817 2.7258524852739034 362.88s
8 128 64 0.5 47.183098591549296 40.67605633802817 2.7258524852739034 362.67s
