M1 M2 dropout cur_max cur_ave cur_std time
128 0 1.0 0.528169014504258 0.47577464872682607 0.03187458039700905 65.85s
128 0 0.8 0.5492957738083852 0.5016901417265475 0.025607477568477113 84.51s
128 0 0.6 0.5633802821098919 0.5095774655442842 0.027806113006867493 103.34s
128 128 1.0 0.5633802821098919 0.5095774655442842 0.027806113006867493 126.17s
128 128 0.8 0.5633802821098919 0.5095774655442842 0.027806113006867493 160.05s
128 128 0.6 0.5633802821098919 0.5095774655442842 0.027806113006867493 186.59s
128 256 1.0 0.5633802821098919 0.5095774655442842 0.027806113006867493 202.59s
128 256 0.8 0.5633802821098919 0.5095774655442842 0.027806113006867493 236.54s
128 256 0.6 0.5633802821098919 0.5095774655442842 0.027806113006867493 265.30s
128 512 1.0 0.5633802821098919 0.5095774655442842 0.027806113006867493 283.14s
128 512 0.8 0.5633802821098919 0.5095774655442842 0.027806113006867493 316.48s
128 512 0.6 0.5704225377297737 0.5095774655442842 0.027806113006867493 371.03s
128 1024 1.0 0.5704225377297737 0.5095774655442842 0.027806113006867493 394.04s
128 1024 0.8 0.5704225377297737 0.5095774655442842 0.027806113006867493 413.47s
128 1024 0.6 0.5704225377297737 0.5109859163576449 0.026280347000956966 435.29s
256 0 1.0 0.5704225377297737 0.5109859163576449 0.026280347000956966 442.45s
256 0 0.8 0.5704225377297737 0.5177464796455813 0.020226842418041333 468.15s
256 0 0.6 0.5704225377297737 0.5267605643960791 0.0208906999557259 493.87s
256 128 1.0 0.5704225377297737 0.5267605643960791 0.0208906999557259 520.48s
256 128 0.8 0.5704225377297737 0.5267605643960791 0.0208906999557259 554.88s
256 128 0.6 0.5704225377297737 0.5267605643960791 0.0208906999557259 583.07s
256 256 1.0 0.5704225377297737 0.5267605643960791 0.0208906999557259 602.13s
256 256 0.8 0.5704225377297737 0.5267605643960791 0.0208906999557259 637.47s
256 256 0.6 0.5704225377297737 0.5267605643960791 0.0208906999557259 667.32s
256 512 1.0 0.5704225377297737 0.5267605643960791 0.0208906999557259 685.71s
256 512 0.8 0.5704225377297737 0.5267605643960791 0.0208906999557259 732.06s
256 512 0.6 0.5704225377297737 0.5267605643960791 0.0208906999557259 752.95s
256 1024 1.0 0.5704225377297737 0.5267605643960791 0.0208906999557259 777.94s
256 1024 0.8 0.5704225377297737 0.5267605643960791 0.0208906999557259 815.24s
256 1024 0.6 0.5704225377297737 0.5267605643960791 0.0208906999557259 846.36s
512 0 1.0 0.5704225377297737 0.5267605643960791 0.0208906999557259 852.48s
512 0 0.8 0.5704225377297737 0.5267605643960791 0.0208906999557259 879.92s
512 0 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 942.85s
512 128 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 923.67s
512 128 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 951.49s
512 128 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 86.85s
512 256 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 101.84s
512 256 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 133.16s
512 256 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 160.66s
512 512 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 180.48s
512 512 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 213.04s
512 512 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 240.01s
512 1024 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 265.27s
512 1024 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 302.05s
512 1024 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 329.66s
1024 0 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 330.62s
1024 0 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 358.81s
1024 0 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 378.53s
1024 128 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 402.13s
1024 128 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 438.40s
1024 128 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 465.76s
1024 256 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 487.38s
1024 256 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 527.47s
1024 256 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 553.51s
1024 512 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 578.33s
1024 512 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 629.75s
1024 512 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 661.03s
1024 1024 1.0 0.5704225377297737 0.5346478883649263 0.013349854182734258 107.49s
1024 1024 0.8 0.5704225377297737 0.5346478883649263 0.013349854182734258 138.52s
1024 1024 0.6 0.5704225377297737 0.5346478883649263 0.013349854182734258 163.87s
Best Max found: 0.5704225377297737
Best AveStd found: (0.5346478883649263, 0.013349854182734258)
