F M1 M2 dropout cur_max cur_ave cur_std time
8 32 0 1.0 46.478873239436616 38.394366197183096 4.332537223601212 113.55s
8 32 0 0.75 46.478873239436616 38.394366197183096 4.332537223601212 113.37s
8 32 0 0.5 46.478873239436616 38.394366197183096 4.332537223601212 113.40s
8 32 32 1.0 47.183098591549296 38.87323943661971 2.9070094986690553 125.40s
8 32 32 0.75 47.183098591549296 38.87323943661971 2.9070094986690553 126.51s
8 32 32 0.5 47.183098591549296 38.87323943661971 2.9070094986690553 125.70s
8 32 64 1.0 47.183098591549296 38.87323943661971 2.9070094986690553 125.53s
8 32 64 0.75 47.183098591549296 38.87323943661971 2.9070094986690553 125.58s
8 32 64 0.5 47.183098591549296 38.87323943661971 2.9070094986690553 126.81s
8 32 128 1.0 47.183098591549296 38.87323943661971 2.9070094986690553 125.64s
8 32 128 0.75 47.183098591549296 38.87323943661971 2.9070094986690553 126.10s
8 32 128 0.5 47.183098591549296 38.87323943661971 2.9070094986690553 126.13s
8 64 0 1.0 47.183098591549296 38.87323943661971 2.9070094986690553 119.17s
8 64 0 0.75 47.183098591549296 38.87323943661971 2.9070094986690553 119.71s
8 64 0 0.5 47.183098591549296 38.87323943661971 2.9070094986690553 119.49s
8 64 32 1.0 47.183098591549296 38.87323943661971 2.9070094986690553 131.19s
8 64 32 0.75 47.183098591549296 39.774647887323944 2.9952021410748926 131.69s
8 64 32 0.5 47.183098591549296 39.774647887323944 2.9952021410748926 131.82s
8 64 64 1.0 47.183098591549296 39.774647887323944 2.9952021410748926 131.27s
8 64 64 0.75 47.183098591549296 39.774647887323944 2.9952021410748926 131.89s
8 64 64 0.5 47.183098591549296 39.774647887323944 2.9952021410748926 131.84s
8 64 128 1.0 47.183098591549296 39.774647887323944 2.9952021410748926 132.01s
8 64 128 0.75 47.183098591549296 39.774647887323944 2.9952021410748926 132.55s
8 64 128 0.5 47.88732394366197 39.774647887323944 2.9952021410748926 132.62s
8 128 0 1.0 47.88732394366197 39.774647887323944 2.9952021410748926 131.39s
8 128 0 0.75 47.88732394366197 41.323943661971825 2.420896923928495 132.10s
8 128 0 0.5 47.88732394366197 41.323943661971825 2.420896923928495 132.68s
8 128 32 1.0 47.88732394366197 41.323943661971825 2.420896923928495 143.16s
8 128 32 0.75 48.59154929577465 41.323943661971825 2.420896923928495 144.29s
8 128 32 0.5 48.59154929577465 41.323943661971825 2.420896923928495 144.70s
8 128 64 1.0 48.59154929577465 41.323943661971825 2.420896923928495 143.52s
8 128 64 0.75 48.59154929577465 41.323943661971825 2.420896923928495 144.50s
8 128 64 0.5 49.29577464788733 41.323943661971825 2.420896923928495 145.00s
8 128 128 1.0 49.29577464788733 41.323943661971825 2.420896923928495 143.57s
8 128 128 0.75 49.29577464788733 41.323943661971825 2.420896923928495 144.38s
8 128 128 0.5 49.29577464788733 41.323943661971825 2.420896923928495 145.01s
16 32 0 1.0 49.29577464788733 41.323943661971825 2.420896923928495 122.46s
16 32 0 0.75 49.29577464788733 41.323943661971825 2.420896923928495 122.75s
16 32 0 0.5 49.29577464788733 41.323943661971825 2.420896923928495 122.68s
16 32 32 1.0 49.29577464788733 41.323943661971825 2.420896923928495 133.93s
16 32 32 0.75 49.29577464788733 41.323943661971825 2.420896923928495 134.63s
16 32 32 0.5 49.29577464788733 41.323943661971825 2.420896923928495 134.71s
16 32 64 1.0 49.29577464788733 41.323943661971825 2.420896923928495 134.09s
16 32 64 0.75 49.29577464788733 41.323943661971825 2.420896923928495 134.62s
16 32 64 0.5 49.29577464788733 41.323943661971825 2.420896923928495 134.64s
16 32 128 1.0 49.29577464788733 41.323943661971825 2.420896923928495 134.19s
16 32 128 0.75 49.29577464788733 41.323943661971825 2.420896923928495 134.85s
16 32 128 0.5 49.29577464788733 41.323943661971825 2.420896923928495 134.54s
16 64 0 1.0 49.29577464788733 41.323943661971825 2.420896923928495 132.70s
16 64 0 0.75 49.29577464788733 41.323943661971825 2.420896923928495 133.67s
16 64 0 0.5 49.29577464788733 41.323943661971825 2.420896923928495 133.71s
16 64 32 1.0 49.29577464788733 41.323943661971825 2.420896923928495 144.14s
16 64 32 0.75 49.29577464788733 41.323943661971825 2.420896923928495 145.54s
16 64 32 0.5 49.29577464788733 41.323943661971825 2.420896923928495 145.42s
16 64 64 1.0 49.29577464788733 41.323943661971825 2.420896923928495 144.15s
16 64 64 0.75 49.29577464788733 41.323943661971825 2.420896923928495 145.44s
16 64 64 0.5 49.29577464788733 41.323943661971825 2.420896923928495 145.36s
16 64 128 1.0 49.29577464788733 41.323943661971825 2.420896923928495 144.58s
16 64 128 0.75 49.29577464788733 41.323943661971825 2.420896923928495 145.58s
16 64 128 0.5 49.29577464788733 41.323943661971825 2.420896923928495 145.22s
16 128 0 1.0 49.29577464788733 41.323943661971825 2.420896923928495 155.79s
16 128 0 0.75 49.29577464788733 41.323943661971825 2.420896923928495 156.90s
16 128 0 0.5 49.29577464788733 41.323943661971825 2.420896923928495 157.70s
16 128 32 1.0 49.29577464788733 41.323943661971825 2.420896923928495 166.28s
16 128 32 0.75 49.29577464788733 41.323943661971825 2.420896923928495 168.31s
16 128 32 0.5 49.29577464788733 41.323943661971825 2.420896923928495 168.75s
16 128 64 1.0 49.29577464788733 41.323943661971825 2.420896923928495 167.04s
16 128 64 0.75 49.29577464788733 41.323943661971825 2.420896923928495 168.60s
16 128 64 0.5 49.29577464788733 41.323943661971825 2.420896923928495 168.84s
16 128 128 1.0 49.29577464788733 41.323943661971825 2.420896923928495 166.90s
