F M1 M2 dropout cur_max cur_ave cur_std time
8 32 0 1.0 44.36619718309859 38.901408450704224 3.0291842385960708 838.61s
8 32 0 0.75 44.36619718309859 38.901408450704224 3.0291842385960708 648.06s
8 32 0 0.5 44.36619718309859 38.901408450704224 3.0291842385960708 648.18s
8 32 32 1.0 44.36619718309859 38.901408450704224 3.0291842385960708 667.46s
8 32 32 0.75 46.478873239436616 38.901408450704224 3.0291842385960708 669.12s
8 32 32 0.5 46.478873239436616 38.901408450704224 3.0291842385960708 677.72s
8 32 64 1.0 47.88732394366197 38.901408450704224 3.0291842385960708 676.36s
8 32 64 0.75 47.88732394366197 38.901408450704224 3.0291842385960708 672.53s
8 32 64 0.5 47.88732394366197 38.901408450704224 3.0291842385960708 675.26s
8 32 128 1.0 47.88732394366197 38.901408450704224 3.0291842385960708 690.66s
8 32 128 0.75 47.88732394366197 38.901408450704224 3.0291842385960708 687.94s
8 32 128 0.5 47.88732394366197 38.901408450704224 3.0291842385960708 726.37s
8 64 0 1.0 47.88732394366197 39.83098591549296 3.0081552843295762 1157.21s
8 64 0 0.75 47.88732394366197 40.816901408450704 2.4107146924320753 1157.15s
8 64 0 0.5 47.88732394366197 40.816901408450704 2.4107146924320753 1153.29s
8 64 32 1.0 47.88732394366197 40.816901408450704 2.4107146924320753 1180.98s
8 64 32 0.75 47.88732394366197 40.816901408450704 2.4107146924320753 1181.86s
8 64 32 0.5 47.88732394366197 40.816901408450704 2.4107146924320753 1180.78s
8 64 64 1.0 47.88732394366197 40.816901408450704 2.4107146924320753 1189.41s
8 64 64 0.75 47.88732394366197 40.816901408450704 2.4107146924320753 1191.62s
8 64 64 0.5 47.88732394366197 40.816901408450704 2.4107146924320753 1189.23s
8 64 128 1.0 47.88732394366197 40.816901408450704 2.4107146924320753 1212.47s
8 64 128 0.75 47.88732394366197 40.816901408450704 2.4107146924320753 1249.45s
8 64 128 0.5 47.88732394366197 40.816901408450704 2.4107146924320753 1285.77s
8 128 0 1.0 47.88732394366197 40.92957746478873 2.8261818954780864 2221.08s
8 128 0 0.75 47.88732394366197 41.40845070422535 2.947668948796669 2235.85s
8 128 0 0.5 48.59154929577465 41.57746478873239 2.917091485295688 2371.42s
