F M1 M2 dropout cur_max cur_ave cur_std time
8 32 0 1.0 45.07042253521127 34.816901408450704 3.678618717334849 94.86s
8 32 0 0.75 45.07042253521127 37.15492957746479 3.764965509093774 94.67s
8 32 0 0.5 45.07042253521127 37.15492957746479 3.764965509093774 94.59s
8 32 32 1.0 45.07042253521127 37.15492957746479 3.764965509093774 106.27s
8 32 32 0.75 47.183098591549296 39.49295774647887 4.372644036491775 106.28s
8 32 32 0.5 47.183098591549296 39.49295774647887 4.372644036491775 106.44s
8 32 64 1.0 47.183098591549296 39.49295774647887 4.372644036491775 106.18s
8 32 64 0.75 50.70422535211267 39.49295774647887 4.372644036491775 106.33s
8 32 64 0.5 50.70422535211267 39.49295774647887 4.372644036491775 106.38s
8 32 128 1.0 50.70422535211267 39.49295774647887 4.372644036491775 106.12s
8 32 128 0.75 50.70422535211267 39.49295774647887 4.372644036491775 106.51s
8 32 128 0.5 50.70422535211267 39.49295774647887 4.372644036491775 106.38s
8 64 0 1.0 50.70422535211267 39.49295774647887 4.372644036491775 100.63s
8 64 0 0.75 50.70422535211267 39.49295774647887 4.372644036491775 101.14s
8 64 0 0.5 50.70422535211267 39.49295774647887 4.372644036491775 101.39s
8 64 32 1.0 50.70422535211267 39.49295774647887 4.372644036491775 112.39s
8 64 32 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 113.26s
8 64 32 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 112.96s
8 64 64 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 112.67s
8 64 64 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 113.37s
8 64 64 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 113.17s
8 64 128 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 112.69s
8 64 128 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 113.76s
8 64 128 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 113.48s
8 128 0 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 114.17s
8 128 0 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 114.89s
8 128 0 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 115.21s
8 128 32 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 124.99s
8 128 32 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 126.10s
8 128 32 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 126.59s
8 128 64 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 125.49s
8 128 64 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 126.46s
8 128 64 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 127.22s
8 128 128 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 125.97s
8 128 128 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 126.76s
8 128 128 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 127.13s
16 32 0 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 104.74s
16 32 0 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 104.84s
16 32 0 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 104.77s
16 32 32 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 115.99s
16 32 32 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 116.41s
16 32 32 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 116.63s
16 32 64 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 115.92s
16 32 64 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 116.30s
16 32 64 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 116.22s
16 32 128 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 115.90s
16 32 128 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 116.56s
16 32 128 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 116.13s
16 64 0 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 115.34s
16 64 0 0.75 50.70422535211267 40.112676056338024 2.8132370532386237 115.98s
16 64 0 0.5 50.70422535211267 40.112676056338024 2.8132370532386237 116.03s
16 64 32 1.0 50.70422535211267 40.112676056338024 2.8132370532386237 126.25s
16 64 32 0.75 50.70422535211267 40.45070422535211 2.774898108399945 127.58s
16 64 32 0.5 50.70422535211267 40.45070422535211 2.774898108399945 127.51s
16 64 64 1.0 50.70422535211267 40.45070422535211 2.774898108399945 126.54s
16 64 64 0.75 50.70422535211267 40.45070422535211 2.774898108399945 127.59s
16 64 64 0.5 50.70422535211267 40.45070422535211 2.774898108399945 127.39s
16 64 128 1.0 50.70422535211267 40.45070422535211 2.774898108399945 126.59s
16 64 128 0.75 50.70422535211267 40.45070422535211 2.774898108399945 127.36s
16 64 128 0.5 50.70422535211267 40.45070422535211 2.774898108399945 127.15s
16 128 0 1.0 50.70422535211267 40.45070422535211 2.774898108399945 137.92s
16 128 0 0.75 50.70422535211267 40.45070422535211 2.774898108399945 138.94s
16 128 0 0.5 50.70422535211267 40.45070422535211 2.774898108399945 139.67s
16 128 32 1.0 50.70422535211267 40.45070422535211 2.774898108399945 148.19s
